decode_id,participant,session,action_start_time_s,action_end_time_s,time_in_action_s,data_received_time_s,data_shape,preprocess_time_ms,decode_time_ms,decode_result,confidence,command_sent,command_content
1,121958,001,14.009073,24.01572,0.116749,14.009073,"(128, 10000)",33.788,78.41,0,0.9999889851394497,0,
